file,md5
BaselTMA_SP41_15.475kx12.665ky_10000x8500_5_20170905_99_159_X12Y4_211.tiff,b5a8989fb1f7de6f8ed2073e18400d71
BaselTMA_SP41_15.475kx17.66ky_8000x5000_11_20170905_103_267_X13Y8_155.tiff,fe4a7154ae3c9d582d702ad14c66e950
BaselTMA_SP41_15.475kx17.66ky_8000x5000_11_20170905_104_11_X13Y7_91.tiff,744e1260cc6b4a45e09f2598fe0b42ce
BaselTMA_SP41_15.475kx17.66ky_8000x5000_11_20170905_105_247_X13Y6_20.tiff,f3431e382bab3d4e294d46f513ba5518
BaselTMA_SP41_15.475kx17.66ky_8000x5000_11_20170905_111_48_X14Y8_167.tiff,f7da90cb6ed8d90a3cafe1d0b1cecbd8
BaselTMA_SP41_15.475kx17.66ky_8000x5000_11_20170905_112_126_X14Y7_106.tiff,fc8b1d1f27c4ee662738e06367733169
BaselTMA_SP41_15.475kx17.66ky_8000x5000_11_20170905_113_33_X14Y6_34.tiff,1cbfd2eb3aff331b39f72c6d551d65ae
BaselTMA_SP41_15.475kx17.66ky_8000x5000_11_20170905_119_191_X15Y7_118.tiff,4cb2903fbdb5cbed455e3e5c6dbf8fc4
BaselTMA_SP41_15.475kx17.66ky_8000x5000_11_20170905_120_214_X15Y6_48.tiff,1db8461af12ff70a09a74512761c8584
BaselTMA_SP41_15.475kx17.66ky_8000x5000_11_20170905_126_40_X16Y7_130.tiff,a9fad13d7bab0eef6772b126f5b56884
BaselTMA_SP41_15.475kx17.66ky_8000x5000_11_20170905_127_237_X16Y6_62.tiff,9fe90bb5fd6d149f0724cc428335eb56
BaselTMA_SP41_15.475kx17.66ky_8000x5000_11_20170905_95_255_X12Y8_142.tiff,d58642f279c418d220711de9c6221e50
BaselTMA_SP41_15.475kx17.66ky_8000x5000_11_20170905_96_92_X12Y7_76.tiff,9be45b19a05e5db72d2046ad01798e2d
BaselTMA_SP41_15.475kx17.66ky_8000x5000_11_20170905_97_277_X12Y6_8.tiff,93f7aafda90c9a5285087c7747b9c18d
BaselTMA_SP41_23.475kx17.66ky_10000x5000_12_20170905_47_53_X6Y8_169.tiff,38e7f26fecf29ecfa27a7bf47a661414
BaselTMA_SP41_23.475kx17.66ky_10000x5000_12_20170905_48_268_X6Y7_93.tiff,c7130d80d65af58a653778c853cdc765
BaselTMA_SP41_23.475kx17.66ky_10000x5000_12_20170905_49_231_X6Y6_10.tiff,7b950178386d34fc96488c050888d137
BaselTMA_SP41_23.475kx17.66ky_10000x5000_12_20170905_55_129_X7Y8_179.tiff,9f7577d8f248e6f4020c7ab885e33502
BaselTMA_SP41_23.475kx17.66ky_10000x5000_12_20170905_56_62_X7Y7_108.tiff,de00538b1151127400e656ee8a7197a0
BaselTMA_SP41_23.475kx17.66ky_10000x5000_12_20170905_57_37_X7Y6_22.tiff,38ffc40e237a85679b102d3fc1487473
BaselTMA_SP41_23.475kx17.66ky_10000x5000_12_20170905_63_203_X8Y8_189.tiff,c209291c4f77e56ccbf17762f6070196
BaselTMA_SP41_23.475kx17.66ky_10000x5000_12_20170905_64_219_X8Y7_120.tiff,861f85a7ce75e49f96c57543bc142f1a
BaselTMA_SP41_23.475kx17.66ky_10000x5000_12_20170905_65_57_X8Y6_36.tiff,bfc12ca886a0573794c2cd45fc8a11f0
BaselTMA_SP41_23.475kx17.66ky_10000x5000_12_20170905_71_276_X9Y8_197.tiff,6a54092b4da86acc5b51f2026ee2454f
BaselTMA_SP41_23.475kx17.66ky_10000x5000_12_20170905_72_256_X9Y7_132.tiff,60a7038bea5aff2814b14467c2127636
BaselTMA_SP41_23.475kx17.66ky_10000x5000_12_20170905_73_227_X9Y6_50.tiff,c2bdc6ac4043564a3daac593e6827ac8
BaselTMA_SP41_23.475kx17.66ky_10000x5000_12_20170905_79_101_X10Y8_205.tiff,119045d4eea0b28859ff1482ebd466f3
BaselTMA_SP41_23.475kx17.66ky_10000x5000_12_20170905_80_55_X10Y7_144.tiff,bf68984b2125659895869c5b8e03cd35
BaselTMA_SP41_23.475kx17.66ky_10000x5000_12_20170905_81_234_X10Y6_64.tiff,0619a938e6c76dbcdf10d6e552b09707
BaselTMA_SP41_23.475kx17.66ky_10000x5000_12_20170905_87_41_X11Y8_213.tiff,896ea2ec4d29597320b7b5b0368f5a9a
BaselTMA_SP41_23.475kx17.66ky_10000x5000_12_20170905_88_60_X11Y7_157.tiff,a22f7591efc63d195c50fa580956ab1a
BaselTMA_SP41_23.475kx17.66ky_10000x5000_12_20170905_89_254_X11Y6_78.tiff,16261bd3562f141699c4014fca36ab0e
BaselTMA_SP41_25.475kx12.665ky_8000x8500_3_20170905_58_153_X7Y5_209.tiff,eeb55352e2650f71e46b6a5d00ee88f0
BaselTMA_SP41_25.475kx12.665ky_8000x8500_3_20170905_59_104_X7Y4_163.tiff,36b2572689c24cdcc45a21f120709a1e
BaselTMA_SP41_25.475kx12.665ky_8000x8500_3_20170905_60_228_X7Y3_114.tiff,60b6cf3c1d9c22771f313afa65085b06
BaselTMA_SP41_25.475kx12.665ky_8000x8500_3_20170905_61_284_X7Y2_72.tiff,cf2323e689c06d2c7ce0cfd1471ca981
BaselTMA_SP41_25.475kx12.665ky_8000x8500_3_20170905_62_238_X7Y1_4.tiff,873c62d32b2170a296d69bd342af0eb7
BaselTMA_SP41_25.475kx12.665ky_8000x8500_3_20170905_66_135_X8Y5_217.tiff,efde33fda127ddd62f354b279c08807a
BaselTMA_SP41_25.475kx12.665ky_8000x8500_3_20170905_74_280_X9Y5_223.tiff,e64b4a2a7dd0691232c441527463b526
BaselTMA_SP41_25.475kx12.665ky_8000x8500_3_20170905_75_218_X9Y4_185.tiff,dbbacbf8ce518f800dfe83eaa12a0b6a
BaselTMA_SP41_25.475kx12.665ky_8000x8500_3_20170905_77_52_X9Y3_126.tiff,1b4eccbb556220ba3ba269cb6f2275ef
BaselTMA_SP41_25.475kx12.665ky_8000x8500_3_20170905_78_68_X9Y1_30.tiff,844781c370b234eb53b6457a4e8d401d
BaselTMA_SP41_25.475kx12.665ky_8000x8500_3_20170905_82_220_X10Y5_229.tiff,b13de7f30c008f78b6eb00cb9b190c98
BaselTMA_SP41_25.475kx12.665ky_8000x8500_3_20170905_90_88_X11Y5_235.tiff,2b71ac35954aa7553412f8f42b882d08
BaselTMA_SP41_25.475kx12.665ky_8000x8500_3_20170905_91_159_X11Y4_201.tiff,26361dc8b44e875826d94b37e3e2deba
BaselTMA_SP41_25.475kx12.665ky_8000x8500_3_20170905_92_239_X11Y3_151.tiff,005a55c3afec81a98fadb084b813f070
BaselTMA_SP41_33.475kx12.66ky_8500x8500_2_20170905_24_61_X3Y4_207.tiff,badc316abd11b5ce220e1e90897da15a
BaselTMA_SP41_33.475kx12.66ky_8500x8500_2_20170905_25_45_X3Y3_161.tiff,f999fa1558a4b83f2377d98872c051ef
BaselTMA_SP41_33.475kx12.66ky_8500x8500_2_20170905_27_257_X3Y1_28.tiff,52c90547ab50431895ece4ae16e93d30
BaselTMA_SP41_33.475kx12.66ky_8500x8500_2_20170905_42_186_X5Y4_221.tiff,e1e1ef32d05ce689abef1da1e4013fec
BaselTMA_SP41_33.475kx12.66ky_8500x8500_2_20170905_43_69_X5Y3_183.tiff,5c0ce5025dfc51ef062ab02097759d13
BaselTMA_SP41_33.475kx12.66ky_8500x8500_2_20170905_44_24_X5Y2_124.tiff,c1420526b20734d3d3f8a3b22b6cb3ac
BaselTMA_SP41_33.475kx12.66ky_8500x8500_2_20170905_45_7_X5Y1_56.tiff,eb395b8531330441a4eb06b1ea6eaf98
BaselTMA_SP41_33.475kx12.66ky_8500x8500_2_20170905_6_263_X1Y4_191.tiff,b421076c746af7a55ec321609cda5e3e
BaselTMA_SP41_33.475kx12.66ky_8500x8500_2_20170905_75_218_X9Y4_240.tiff,1cc63a030ffb15155b19c33df2594a7a
BaselTMA_SP41_33.475kx12.66ky_8500x8500_2_20170905_8_206_X1Y2_70.tiff,bda5f55cdc6480adc3abce5929da5273
BaselTMA_SP41_33.475kx17.665ky_8500x5000_13_20170905_11_2_X2Y8_159.tiff,686047a2645745e8ec85054667debb3f
BaselTMA_SP41_33.475kx17.665ky_8500x5000_13_20170905_12_44_X2Y7_95.tiff,8864e57be00cec7f41ff7996530c29fc
BaselTMA_SP41_33.475kx17.665ky_8500x5000_13_20170905_13_283_X2Y6_24.tiff,55453828db11a0f049f1d20174f8e1dd
BaselTMA_SP41_33.475kx17.665ky_8500x5000_13_20170905_20_134_X3Y8_171.tiff,b7a7dde52aaf256af56822c1da140245
BaselTMA_SP41_33.475kx17.665ky_8500x5000_13_20170905_21_224_X3Y7_110.tiff,e92b5f6e0c05083c3b9d8d88cf5385b4
BaselTMA_SP41_33.475kx17.665ky_8500x5000_13_20170905_22_133_X3Y6_38.tiff,9b4fdfdde314e388ee6cbce70590cc14
BaselTMA_SP41_33.475kx17.665ky_8500x5000_13_20170905_2_14_X1Y8_146.tiff,3aa3503cd0ed20cb2be39bdd68c32148
BaselTMA_SP41_33.475kx17.665ky_8500x5000_13_20170905_30_38_X4Y7_122.tiff,a5b1f09f3cd848335b278c3dbc0d740e
BaselTMA_SP41_33.475kx17.665ky_8500x5000_13_20170905_31_211_X4Y6_52.tiff,8a598ebf9ea0864c383cb0624179ac4b
BaselTMA_SP41_33.475kx17.665ky_8500x5000_13_20170905_38_112_X5Y8_181.tiff,b205e46881e169f23a94f85197633895
BaselTMA_SP41_33.475kx17.665ky_8500x5000_13_20170905_39_196_X5Y7_134.tiff,4f227f33ce3fb17e4bc68982ff27cb7e
BaselTMA_SP41_33.475kx17.665ky_8500x5000_13_20170905_3_39_X1Y7_81.tiff,820a7b57892c3dfcb37ad4579a4a6a68
BaselTMA_SP41_33.475kx17.665ky_8500x5000_13_20170905_40_165_X5Y6_66.tiff,e4f2293da05d1003ec3749a8cf723bea
BaselTMA_SP41_33.475kx17.665ky_8500x5000_13_20170905_4_216_X1Y6_12.tiff,8afc4df235a0d5d0dc321d137d6054f2
BaselTMA_SP41_331.8kx19.665ky_10000x2000_15_20170905_10_106_X2Y9_40.tiff,94ffc062153386dac14f6d0590dd8e8d
BaselTMA_SP41_331.8kx19.665ky_10000x2000_15_20170905_19_249_X3Y9_54.tiff,353253c0d737b2dc9bbc1aab9b9f4d7e
BaselTMA_SP41_331.8kx19.665ky_10000x2000_15_20170905_1_212_X1Y9_26.tiff,4a064bb937a12a6e6fbda418fabfbef3
BaselTMA_SP41_331.8kx19.665ky_10000x2000_15_20170905_28_63_X4Y9_68.tiff,6e19e0be6907cfdb821f98a967caae4b
BaselTMA_SP41_331.8kx19.665ky_10000x2000_15_20170905_37_8_X5Y9_83.tiff,4a02d8b64808134bfde071e2260a4fb6
BaselTMA_SP41_331.8kx19.665ky_10000x2000_15_20170905_46_9_X6Y9_97.tiff,c68c75686887a16f9137b0610bd70a3e
BaselTMA_SP42_19.78kx19.035ky_6500x7000_13_20170915_103_179_X13Y8_114.tiff,1cef50c713e6a88fb74dea4a4c3a5c02
BaselTMA_SP42_19.78kx19.035ky_6500x7000_13_20170915_104_178_X13Y7_89.tiff,8c3a7d0806fae3484bb509639a8554b5
BaselTMA_SP42_19.78kx19.035ky_6500x7000_13_20170915_105_76_X13Y6_44.tiff,6d38754158495ed8ae3348593b81310a
BaselTMA_SP42_19.78kx19.035ky_6500x7000_13_20170915_106_160_X13Y5_21.tiff,b9888b6e43ccabe28d1004001a196451
BaselTMA_SP42_19.78kx19.035ky_6500x7000_13_20170915_111_167_X14Y8_211.tiff,8f2dc0facce6645366f38f85b16c6697
BaselTMA_SP42_19.78kx19.035ky_6500x7000_13_20170915_112_151_X14Y7_187.tiff,9bb326aa6514496df1cad3d884c28492
BaselTMA_SP42_19.78kx19.035ky_6500x7000_13_20170915_113_279_X14Y6_163.tiff,0ea0f74d8010cb9031dd685dd986394c
BaselTMA_SP42_19.78kx19.035ky_6500x7000_13_20170915_114_264_X14Y5_138.tiff,88bb8839a7258aa4f11182bf2a1c9dd0
BaselTMA_SP42_19.78kx19.035ky_6500x7000_13_20170915_119_208_X15Y7_284.tiff,c7488ebc101b37830272d5e48bcf0300
BaselTMA_SP42_19.78kx19.035ky_6500x7000_13_20170915_120_152_X15Y6_260.tiff,9e01613a0f01515f32272b8a997536f0
BaselTMA_SP42_19.78kx19.035ky_6500x7000_13_20170915_121_175_X15Y5_235.tiff,9922c1ff793b816c5436f1d0f02efa08
BaselTMA_SP42_19.78kx19.035ky_6500x7000_13_20170915_121_175_X15Y5_236.tiff,58efa6e77ce20c325b84bf942cbe3ede
BaselTMA_SP42_19.78kx19.035ky_6500x7000_13_20170915_126_162_X16Y7_331.tiff,ba392428129a548b5595ada34267831e
BaselTMA_SP42_19.78kx19.035ky_6500x7000_13_20170915_127_146_X16Y6_308.tiff,2d4936d561009e1131085c638278ce08
BaselTMA_SP42_19.8kx12.535ky_7000x6500_7_20170915_107_64_X13Y4_77.tiff,2aa71cb4f6a1844ad1e4cab2c1303088
BaselTMA_SP42_19.8kx12.535ky_7000x6500_7_20170915_108_161_X13Y3_56.tiff,1434637bb22c8d412b92dcfe70d9ac40
BaselTMA_SP42_19.8kx12.535ky_7000x6500_7_20170915_109_253_X13Y2_33.tiff,5f5dd3cdb236a482a7337b62685790b7
BaselTMA_SP42_19.8kx12.535ky_7000x6500_7_20170915_123_74_X15Y3_223.tiff,c516453fe60b175e841f2980d04476c8
BaselTMA_SP42_19.8kx12.535ky_7000x6500_7_20170915_124_251_X15Y2_199.tiff,41dcf7e601f307b83c8d91fa2bc8a5e9
BaselTMA_SP42_19.8kx12.535ky_7000x6500_7_20170915_129_35_X16Y4_319.tiff,437b13c35b7455b6e72d4e41b3591e23
BaselTMA_SP42_20.8kx6.8ky_6500x1500_15_20170915_125_156_X15Y1_175.tiff,ba12c5f7d9849a34cabe16c1801608fd
BaselTMA_SP42_25.78kx19.535ky_7000x7000_12_20170915_71_164_X9Y8_86.tiff,dc2e7680e7dc52828433e3a6057ffd8d
BaselTMA_SP42_25.78kx19.535ky_7000x7000_12_20170915_72_223_X9Y7_65.tiff,87842256375187081b6eb7269d4795e8
BaselTMA_SP42_25.78kx19.535ky_7000x7000_12_20170915_73_174_X9Y6_41.tiff,b554f0ceef5e13574d2d4eb93bf09df5
BaselTMA_SP42_25.78kx19.535ky_7000x7000_12_20170915_74_190_X9Y5_18.tiff,fefa7cf0cb985dd841113ecb05a998d7
BaselTMA_SP42_25.78kx19.535ky_7000x7000_12_20170915_79_262_X10Y8_184.tiff,2a5bd168b7db4cd0b26e7d4a5e4b31db
BaselTMA_SP42_25.78kx19.535ky_7000x7000_12_20170915_80_46_X10Y7_160.tiff,66b4fd42f81c662a52b84417bb20b647
BaselTMA_SP42_25.78kx19.535ky_7000x7000_12_20170915_81_109_X10Y6_135.tiff,43f2e4c87b2f1fbc11bf51d1ea79537e
BaselTMA_SP42_25.78kx19.535ky_7000x7000_12_20170915_82_188_X10Y5_110.tiff,ef5abd99df0f988ea4f9d6b7cd50dca9
BaselTMA_SP42_25.78kx19.535ky_7000x7000_12_20170915_87_121_X11Y8_281.tiff,a20d8b05ae4813e0ca1c8fe294c90c6f
BaselTMA_SP42_25.78kx19.535ky_7000x7000_12_20170915_88_236_X11Y7_257.tiff,ba1caa724bc5dba2c233efcad0ac36f9
BaselTMA_SP42_25.78kx19.535ky_7000x7000_12_20170915_89_261_X11Y6_232.tiff,2ce2b9a7d01442e1f3250f3776b30b79
BaselTMA_SP42_25.78kx19.535ky_7000x7000_12_20170915_90_98_X11Y5_208.tiff,9bec88db64902fe79828049cc19cc78b
BaselTMA_SP42_25.78kx19.535ky_7000x7000_12_20170915_95_12_X12Y8_358.tiff,f54d029b7e42e8fe4d4733317046da4a
BaselTMA_SP42_25.78kx19.535ky_7000x7000_12_20170915_96_73_X12Y7_346.tiff,8db5f87cadc5b5b37bbf9cd9e2f9d936
BaselTMA_SP42_25.78kx19.535ky_7000x7000_12_20170915_97_158_X12Y6_328.tiff,02860b8a3d190856ee4bec1703fae056
BaselTMA_SP42_25.78kx19.535ky_7000x7000_12_20170915_98_54_X12Y5_305.tiff,d5bda36a70a8edfd08ec7a729bf038df
BaselTMA_SP42_26.8kx12.885ky_7000x7000_6_20170915_76_96_X9Y3_53.tiff,bc49ba8de15f047bc1cf3466b02cecd9
BaselTMA_SP42_26.8kx12.885ky_7000x7000_6_20170915_77_240_X9Y2_30.tiff,d74518cbdf857390e550d843ef0cd0d6
BaselTMA_SP42_26.8kx12.885ky_7000x7000_6_20170915_78_105_X9Y1_9.tiff,580d96cc45524e444c06c8866e75eda5
BaselTMA_SP42_26.8kx12.885ky_7000x7000_6_20170915_78_136_X9Y4_74.tiff,7db2f474028dfe554b58fb10a3842571
BaselTMA_SP42_26.8kx12.885ky_7000x7000_6_20170915_91_81_X11Y4_269.tiff,283d63e38032cb4b6120ef332fb01e55
BaselTMA_SP42_26.8kx12.885ky_7000x7000_6_20170915_92_91_X11Y3_245.tiff,5acf567663a229d019c1a7a76b800548
BaselTMA_SP42_26.8kx12.885ky_7000x7000_6_20170915_93_28_X11Y2_220.tiff,1a27cbee4183ca094b553d91640da921
BaselTMA_SP42_26.8kx12.885ky_7000x7000_6_20170915_94_6_X11Y1_196.tiff,6467d5bf500ae40613d390bf2dabe709
BaselTMA_SP42_32.435kx20.41ky_7000x7000_11_20170915_38_13_X5Y8_83.tiff,42dc21d5c5b9f544da9881e79f1be5fb
BaselTMA_SP42_32.435kx20.41ky_7000x7000_11_20170915_39_99_X5Y7_62.tiff,5b6487d8602ee9ad35ac1faa250ccff3
BaselTMA_SP42_32.435kx20.41ky_7000x7000_11_20170915_40_148_X5Y6_38.tiff,6158abf0c1bceef784da57c18efa206f
BaselTMA_SP42_32.435kx20.41ky_7000x7000_11_20170915_41_189_X5Y5_15.tiff,ff1daba32d053305bd2d0c65917ae3fc
BaselTMA_SP42_32.435kx20.41ky_7000x7000_11_20170915_47_184_X6Y8_181.tiff,c98c35fb2f0f752f3ef2baf2a41856d5
BaselTMA_SP42_32.435kx20.41ky_7000x7000_11_20170915_48_273_X6Y7_157.tiff,f7901a46e38a08efb3c1a26639820334
BaselTMA_SP42_32.435kx20.41ky_7000x7000_11_20170915_49_27_X6Y6_132.tiff,60c55f13634df228a1d6253d26c219c2
BaselTMA_SP42_32.435kx20.41ky_7000x7000_11_20170915_50_181_X6Y5_107.tiff,81e5405c83271df556d1a0c41d63d0de
BaselTMA_SP42_32.435kx20.41ky_7000x7000_11_20170915_55_198_X7Y8_278.tiff,e887fe688c542001d75e29e87aaf7a48
BaselTMA_SP42_32.435kx20.41ky_7000x7000_11_20170915_56_285_X7Y7_254.tiff,d7525c387999cf6efe49c626a59321d0
BaselTMA_SP42_32.435kx20.41ky_7000x7000_11_20170915_57_232_X7Y6_229.tiff,0c34c8b3ae721240cc522e916b0924e2
BaselTMA_SP42_32.435kx20.41ky_7000x7000_11_20170915_58_185_X7Y5_205.tiff,75059f8c7b8bc58dea464b8e0a1d76af
BaselTMA_SP42_32.435kx20.41ky_7000x7000_11_20170915_63_71_X8Y8_355.tiff,6f0830eae427255fc7ac404e51dadeee
BaselTMA_SP42_32.435kx20.41ky_7000x7000_11_20170915_64_5_X8Y7_343.tiff,2777e351eff5b77446838d873652ffd8
BaselTMA_SP42_32.435kx20.41ky_7000x7000_11_20170915_65_123_X8Y6_325.tiff,66f932e0d7234e7fe9c3e75ee7514cf2
BaselTMA_SP42_32.435kx20.41ky_7000x7000_11_20170915_66_192_X8Y5_302.tiff,c1b5c447c64630fbad6a3eb9a44b1f66
BaselTMA_SP42_32.8kx13.885ky_7000x8000_5_20170915_42_275_X5Y4_71.tiff,e1558bd14cb78e224fbaf2f6055e7aff
BaselTMA_SP42_32.8kx13.885ky_7000x8000_5_20170915_43_70_X5Y3_50.tiff,be96980d69c3dfb2d2b1ba1dd34853b3
BaselTMA_SP42_32.8kx13.885ky_7000x8000_5_20170915_44_120_X5Y2_27.tiff,5615e3a6e79633a7b34af8d654fbaead
BaselTMA_SP42_32.8kx13.885ky_7000x8000_5_20170915_45_36_X5Y1_6.tiff,2d885eb48502155209e9f7f2b0012120
BaselTMA_SP42_32.8kx13.885ky_7000x8000_5_20170915_59_154_X7Y4_242.tiff,42060b84a44d93b594ffdf05af3782ca
BaselTMA_SP42_32.8kx13.885ky_7000x8000_5_20170915_61_29_X7Y2_217.tiff,f826084d9c6a3b34346de57fcbfb5c29
BaselTMA_SP42_32.8kx13.885ky_7000x8000_5_20170915_62_84_X7Y1_193.tiff,31502b160c2d3ae2fed49ee4a4c1aff6
BaselTMA_SP42_39.025kx22410ky_7000x8500_8_20170915_10_82_X2Y9_226.tiff,780ea17a9819b01b66a6b4e320376b70
BaselTMA_SP42_39.025kx22410ky_7000x8500_8_20170915_11_127_X2Y8_202.tiff,c0e62d961aa301990a73b77e892db60f
BaselTMA_SP42_39.025kx22410ky_7000x8500_8_20170915_12_171_X2Y7_178.tiff,5e3e03c46c9996804f8179c0f2b6f127
BaselTMA_SP42_39.025kx22410ky_7000x8500_8_20170915_13_56_X2Y6_154.tiff,63b5a2b8f724176a70b5cc031b087968
BaselTMA_SP42_39.025kx22410ky_7000x8500_8_20170915_14_113_X2Y5_129.tiff,51b28fe64d1adc54c13dfda0f67d8039
BaselTMA_SP42_39.025kx22410ky_7000x8500_8_20170915_19_59_X3Y9_340.tiff,71c861665d9e3c173851bee2d782a3cb
BaselTMA_SP42_39.025kx22410ky_7000x8500_8_20170915_1_163_X1Y9_104.tiff,ec846e59d5ee3023e32dc860c6b2dcda
BaselTMA_SP42_39.025kx22410ky_7000x8500_8_20170915_20_169_X3Y8_322.tiff,c6077179eba862fe4c9da926eabe6c77
BaselTMA_SP42_39.025kx22410ky_7000x8500_8_20170915_21_176_X3Y7_299.tiff,37eb63fa6fb37d6e22d32d87bcd02891
BaselTMA_SP42_39.025kx22410ky_7000x8500_8_20170915_22_183_X3Y6_275.tiff,0cc2412851a042b086802f254168d72d
BaselTMA_SP42_39.025kx22410ky_7000x8500_8_20170915_23_138_X3Y5_251.tiff,9fd7357283d2278fcca88ce2341e5b06
BaselTMA_SP42_39.025kx22410ky_7000x8500_8_20170915_28_155_X4Y9_370.tiff,5a22f2d84b4660d673cb5b6f3f291060
BaselTMA_SP42_39.025kx22410ky_7000x8500_8_20170915_2_182_X1Y8_80.tiff,52b175418078f01c6d3273e51e461b2e
BaselTMA_SP42_39.025kx22410ky_7000x8500_8_20170915_30_258_X4Y7_364.tiff,ce6f0e1959079401266ad69bacf10e65
BaselTMA_SP42_39.025kx22410ky_7000x8500_8_20170915_31_89_X4Y6_361.tiff,1511616b3abea94a896125963d7790ce
BaselTMA_SP42_39.025kx22410ky_7000x8500_8_20170915_32_210_X4Y5_352.tiff,c4acc183b954ee79e3dce6139d2a7924
BaselTMA_SP42_39.025kx22410ky_7000x8500_8_20170915_3_229_X1Y7_59.tiff,0883bc42691865c5d8904369c840b3bd
BaselTMA_SP42_39.025kx22410ky_7000x8500_8_20170915_4_130_X1Y6_35.tiff,c122c98b00e1ccd4381b96fde984b6ac
BaselTMA_SP42_39.025kx22410ky_7000x8500_8_20170915_5_10_X1Y5_12.tiff,991e638f32f77d2de2c91931dcb39ee4
BaselTMA_SP42_39.8kx13.885ky_7000x7000_2_20170915_24_16_X3Y4_239.tiff,2b550d2e0497973c7432999a78b2f50a
BaselTMA_SP42_39.8kx13.885ky_7000x7000_2_20170915_25_80_X3Y3_214.tiff,6e800779fcae0ae7bc629b9397700176
BaselTMA_SP42_39.8kx13.885ky_7000x7000_2_20170915_26_25_X3Y2_190.tiff,4a9ac585af7778dd79f87d7149caab8d
BaselTMA_SP42_39.8kx13.885ky_7000x7000_2_20170915_27_215_X3Y1_166.tiff,1adbecc37a902941e715911827867d69
BaselTMA_SP42_39.8kx13.885ky_7000x7000_2_20170915_6_145_X1Y4_68.tiff,8cee5c359cf9e46bac133e5a342bb849
BaselTMA_SP42_39.8kx13.885ky_7000x7000_2_20170915_7_217_X1Y3_47.tiff,8971473eb32c13c316e0300fb6690f0e
BaselTMA_SP42_39.8kx13.885ky_7000x7000_2_20170915_8_51_X1Y2_24.tiff,1b737aaa678a13a67835422585242403
BaselTMA_SP43_10.3kx13.7ky_6500x8000_6_20170928_13_132_X13Y1_12.tiff,b8ebe57c1736c2ecb62eb9f2e98e311c
BaselTMA_SP43_10.3kx13.7ky_6500x8000_6_20170928_13_144_X15Y1_195.tiff,1fce19dd269d32805a849c232a9b73fb
BaselTMA_SP43_10.3kx13.7ky_6500x8000_6_20170928_27_95_X13Y2_27.tiff,5266e4906619f968cba2c6c430d79f88
BaselTMA_SP43_10.3kx13.7ky_6500x8000_6_20170928_29_19_X15Y2_216.tiff,f4bae37f34f59c93cf8a5a60807f1af8
BaselTMA_SP43_10.3kx13.7ky_6500x8000_6_20170928_43_243_X13Y3_42.tiff,fe99b9dbae8079a88ad43cfab064d086
